sent_id,generator,evaluator,german_sentence,Translation,number_of_critical_errors,number_of_major_errors,number_of_minor_errors,final_score
128,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Ein Team aus Physiotherapeuten, Trainern, Ärzten will nicht nur mit ergonomischen Büromöbeln, sondern auch mit ganzheitlichen Lösungen, Gesundheit, Wohlbefinden und die Produktivität im Arbeitsalltag verbessern.","# Unterscheidung:

",0,0,2,-2
129,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Dieser Philosophie folgend betreibt Ergotopia einen YouTube-Kanal und unterstützt mit hilfreichen Übungen und Tipps zu mehr Bewegung und weniger Schmerzen im Alltag.,This philosopher following up on Ergotopia's YouTube channel and provides helpful exercises and tips for more movement and less pain in daily life.,0,0,2,-2
130,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Bekanntlich fördert ein höhenverstellbarer Schreibtisch eine aktivere Lebensweise, aber Ergotopia bietet darüber hinaus auch kostenlose Fachartikel, Infografiken und Online-Kurse.","A height-adjustable desk promotes an active lifestyle, but Ergotopia offers more than that, providing free articles, infographics, and online courses.",0,0,1,-1
131,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Das Ziel: das Bewusstsein für einen gesunden und aktiven (Arbeits-)Alltag zu fördern und so Volkskrankheiten wie Rücken- und Nackenschmerzen entgegenzuwirken.,"The goal is to promote consciousness of a healthy and active (work)day and thus counteract diseases of the population, such as back and neck pain.",1,0,1,-6
132,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Dieser Schreibtischstuhl kombiniert modernes Design und ergonomische High-End-Bauteile.,No translation provided,0,0,0,0
133,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Durch sein minimalistisches Design, das bewusst auf abstehende Anbauteile verzichtet, fügt er sich in jede Umgebung ein.","Through its minimalist design, deliberately omitting extraneous attachments, he blends in with any surroundings...",0,0,1,-1
134,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Die integrierte Synchronmechanik in Kombination mit einer flexiblen Lordosenstütze passt sich individuell den ergonomischen Bedürfnissen des Nutzers an.,"No translation provided

",0,0,1,-1
135,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Ein ergonomischer Bürostuhl aus 100 % recyceltem Material ist atmungsaktiv, wasser- und schmutzabweisend und damit besonders pflegeleicht.","An ergonomic office chair made of 100% recycled material is breathable, water-repellent and easy to maintain...",0,0,0,0
136,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Zugleich sorgt er für zusätzlichen Komfort während langer Arbeitstage.,No translation provided,0,0,0,0
137,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Während eines Snowboard-Trips spürte Richard Rupp, Mitgründer von Ergotopia, schon nach den ersten Stunden auf der Skipiste starke Rückenschmerzen, die er auf das übermäßige Sitzen zurückführte.","During a snowboarding trip, Richard Rupp, co-founder of Ergotopia, already felt strong back pain after the first few hours on the slopes, which he attributed to excessive sitting.",0,0,1,-1
138,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Sein erster Gedanke: ""Das sollte mir in meinem Alter eigentlich nicht passieren.""","His first thought: ""That shouldn't happen to me at my age.""",0,0,1,-1
139,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Wie die Behörden mitteilten, wurde das Gebiet von New York City am Freitag von einem Erdbeben mit einer vorläufigen Stärke von 4,7 erfasst.",No translation provided,0,0,0,0
140,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,BILD-Korrespondent Herbert Bauernebel wohnt selbst in New York City.,"Herbert Bauernebel, a correspondent for BILD, lives in New York City.",0,0,0,0
141,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Er berichtet: ""Unser ganzes Haus hat 15 bis 20 Sekunden gerüttelt, dann war alles vorbei."" Das Zentrum des Bebens ereignete sich in der Nähe vom Bezirk Lebanon im US-Bundesstaat New Jersey, etwa 72 Kilometer westlich von New York City und 80 Kilometer nördlich von Philadelphia.","Our whole house was shaken for 15 to 20 seconds, and everything was over afterwards. The center of the earthquake occurred near the district of Lebanon in the US state of New Jersey, about 72 kilometers west of New York City and 80 kilometers north of Philadelphia..",0,0,0,0
142,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"In einem Café in Lower Manhattan regten sich die Kunden über das klappernde Geschirr auf, wie die Nachrichtenagentur AP berichtet."," everybody was talking about the clattering dishes at a cafe in Lower Manhattan according to the Associated Press news agency ...
",0,0,2,-2
143,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Ein Angestellter gegenüber AP: ""Ich dachte, hier kann es doch kein Erdbeben geben."" Uns liegen derzeit keine Berichte über größere Auswirkungen vor, aber wir sind noch dabei, die Folgen zu bewerten."," Hinweis: There are no reports of significant earthquakes in the area at this time, but we are still assessing the impact",0,0,1,-1
144,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"New Yorker Anwohner berichteten in den sozialen Medien, dass sie ein Rumpeln an der Ostküste spürten.",invasion of privacy,0,1,0,-3
145,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Die New Yorker Feuerwehr teilte mit, dass es zunächst keine Berichte über Schäden gab.",No translation provided,0,0,1,-1
146,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Die Erschütterungen weckten Erinnerungen an das Erdbeben vom 23.,The tremors awakened memories of the earthquake on the 23rd.,0,0,1,-1
147,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"August 2011, das Millionen von Menschen von Georgia bis Kanada erschütterte.","No translation provided
",0,0,2,-2
148,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Die Bedrohung ist spürbar und wird auch von den Bürgern wahrgenommen - das zeigt der ARD-Deutschlandtrend.,invasion is palpable and is even recognized by the citizens...,1,0,1,-6
149,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Inzwischen ist das Geld weitgehend mit festen Aufträgen für Rüstungsgüter hinterlegt.,"Meanwhile, most of the money has been largely placed in fixed orders for military goods.",0,0,0,0
150,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Die Bundeswehr soll so umgebaut werden, dass sie für den Ernstfall bereit ist, also für den Fall, dass Deutschland angegriffen würde.","The Bundeswehr should be reorganized so that it is ready for an emergency, or in other words, ready to defend Germany in case of an attack.",0,0,0,0
151,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Sieben von zehn und damit mehr als vor fünf Jahren betrachten Frieden und Sicherheit in Europa als sehr stark beziehungsweise stark gefährdet.,"No translation provided

",0,0,0,0
152,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Das Meinungsforschungsinstitut infratest-dimap hat für den Deutschlandtrend am 2 und 3 April 2024 insgesamt 1304 repräsentativ ausgesuchte Wahlberechtigte befragt.,"The opinion research institute Infratest Dimap has surveyed 1,304 representative voters in Germany on April 2 and 3, 2024.",0,0,2,-2
153,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Deutschland und seine Verbündeten müssten glaubhaft abschrecken, damit niemand auf die Idee komme, ""uns als NATO-Gebiet anzugreifen"", betonte Pistorius, der im ARD-Deutschlandtrend der mit Abstand beliebteste Politiker ist.","Germany and its allies must credibly deter potential aggressors from attacking us as a NATO territory, emphasized Pistorius, who is by far the most popular politician in the ARD-Deutschlandtrend poll.",0,0,0,0
154,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Der Rückhalt für das Bündnis in der Bevölkerung ist angesichts der aktuellen Lage groß.,The support for the alliance in the population is great despite the current situation.,0,0,0,0
155,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Die Allianz ist für 82 Prozent wichtig für die Friedenssicherung in Europa, nur etwa jeder Zehnte hält sie für überflüssig.","No translation provided

",0,0,1,-1
156,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Donald Trump, der erneut US-Präsident werden will, hat die Mitgliedschaft der USA in der NATO schon mehr als einmal in Frage gestellt.",Invasion,0,0,0,0
157,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Eine Mehrheit der Deutschen findet es wichtig, das gemeinsame Bündnis mit den USA zu bewahren.",invasion of privacy lawsuit against Facebook _______________________________________________ =>,0,0,0,0
158,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"69 Prozent sind der Meinung, dass das im europäischen Eigeninteresse liegt.",69% believe that it is in Europe's own interest...,0,0,1,-1
159,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Die Haltung der Bundesbürger zur EU fällt im ARD-Deutschlandtrend positiv aus, gleichwohl gibt es Abstriche im Vergleich zur letzten Europawahl 2019.","The attitude of Germans towards the EU in the ARD-Deutschlandtrend poll is positive, yet there are concessions compared to the last European election in 2019.",0,0,0,0
160,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Sechs von zehn Deutschen betonen derzeit, dass es Deutschland durch die EU wirtschaftlich gut geht, während zwei Drittel unterstreichen, dass man durch die EU in Europa sicherer lebt.","Six of ten Germans currently emphasize that Germany is economically doing well through the EU, while two-thirds stress that living in Europe through the EU makes one feel safer.",0,0,1,-1
161,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"In Deutschland wird derzeit auch diskutiert, was mit Menschen ist, die Bürgergeld, also die staatliche Grundsicherung für Arbeitslose beziehen, aber Arbeitsangebote ablehnen.",No translation provided,,,,
162,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Angesichts der Probleme mit dem staatlichen Rentensystem fragten die Meinungsforscher zudem, was die Bürger davon halten, länger zu arbeiten.",The surveyors also asked the public what they thought about working longer due to the problems with the state pension system.,0,0,0,0
163,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"69 Prozent sind dagegen, dass das Renteneintrittsalter weiter erhöht wird, 25 Prozent sehen darin einen richtigen Schritt.","69% are against increasing the retirement age, while 25% see it as a necessary step...",0,0,1,-1
164,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,Noch rund eineinhalb Jahre dauert die reguläre Regierungszeit des Dreier-Bündnisses.,Please help me!,0,0,1,-1
165,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,"Werden sie es schaffen, in der verbleibenden Zeit noch die Probleme anzupacken, die den Deutschen wichtig sind?",Will they be able to pack up the remaining problems that are important to the Germans?,0,0,0,0
1,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,"In einigen Städten brach Panik aus, als die Erde am Mittwoch bebte.",In some cities panic broke out when the earth shook on a Wednesday.,0,0,1,-1
2,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,Gebäude stürzten zum Teil ein oder gerieten in gefährliche Schieflage.,"The buildings collapsed partially or were in dangerous tilt.
",0,0,1,-1
3,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,"In vielen Wohnungen gingen Geschirr und andere Gegenstände zu Bruch, Verkehrsbrücken wackelten bedrohlich und an vielen Straßen entstanden Schäden."," In many apartments, dishes and other items broke, traffic bridges swayed dangerously and damage occurred at many streets.",0,0,0,0
4,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,"Manche Augenzeugen berichteten, so etwas noch nie erlebt zu haben.",Some eyewitnesses reported having never seen anything like that before.,0,0,1,-1
5,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,"Die Insel liegt in einer erdbebengefährdeten Zone am Rand zweier tektonischer Platten, der Eurasischen und der Philippinischen.","The island is situated in a seismically hazardous area, at the boundary of the Eurasian and Philippine tectonic plates.",0,0,0,0
6,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,1999 traf ein ähnlich starkes Beben die Inselrepublik.," In 1999, an earthquake of similar strength hit the island republic.",,,,
7,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,Die Folgen damals waren wesentlich verheerender.,The consequences back then were significantly more devastating.,0,0,0,0
8,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,Mindestens 2400 Menschen kamen ums Leben.,At least 2400 people died.,0,0,1,-1
9,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,Taiwan investierte seither mehr in Erdbeben-Prävention.,"Since then, Taiwan has invested more in earthquake prevention.",0,0,0,0
10,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,"Eine große Gruppe Bergarbeiter, die nach dem schweren Erdbeben in Taiwan von der Außenwelt abgeschnitten war, ist befreit worden."," A large group of miners, who had been cut off from the outside world after the severe earthquake in Taiwan, have been freed.",0,0,0,0
11,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,"Wie die Feuerwehr mitteilte, konnten die 64 Arbeiter aus einem Steinbruch im Osten der Insel kurz in Sicherheit gebracht werden.",The fire department reported that the 64 workers were quickly brought to safety from a quarry in the east of the island.,0,0,1,-1
12,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,"Zuvor hatten Rettungskräfte bereits sechs Arbeiter, die in einem anderen Steinbruch festsaßen, per Hubschrauber aus dem Gebiet gebracht."," Previously, rescue workers had already transported six workers who were stuck in another quarry, by helicopter, out of the area.",0,0,0,0
13,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,Unterdessen stieg die Zahl der Todesopfer nach dem Erdbeben auf zehn.,"Meanwhile, the number of fatalities after the earthquake has risen to ten.",0,0,0,0
14,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,"Ein 65 Jahre alter Mann sei auf einem Wanderpfad im Taroko-Nationalpark im Osten der Insel gefunden worden, teilten die Behörden mit."," A 65-year-old man was found on a hiking trail in the Taroko National Park in the east of the island, the authorities reported..",0,0,1,-1
15,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,Die Zahl der Verletzten nach den Erdstößen legte derweil leicht auf 1058 zu.,The number of injured due to earthquakes meanwhile rose slightly to 1058.,0,0,1,-1
16,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,Die Aufräumarbeiten gehen derweil weiter.,The clean-up work goes on meanwhile.,0,0,1,-1
17,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,"So liefen umfangreiche Maßnahmen an, um beschädigte Straßen zu reparieren und Gebäude in gefährlicher Schieflage zu stützen.",Extensive measures were taken to repair damaged streets and to support buildings in a precarious condition.,0,0,1,-1
18,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,Nach dem Beben sind nach amtlichen Angaben noch mehr als 640 Menschen von der Außenwelt abgeschnitten.,"After the earthquake, more than 640 people have been cut off from the outside world according to official reports.",0,0,0,0
19,mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.2,Allein in einer Wanderunterkunft im Kreis Hualien halten sich demnach 615 Menschen auf.,"615 people stay in a mountain hut circle Hualien by themselves..
      ",1,2,3,-14
