sent_id,generator,evaluator,german_sentence,Translation,score
30,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Und fast einhellig gestehen damalige und heutige Politiker ein, vor allem mit Kindern und Jugendlichen viel zu streng umgegangen zu sein.","And at that time, it was easy to see and hear of politicians who were heavily involved in education and youth affairs especially with children and young people.",0
31,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Jetzt, mehr als vier Jahre später, ist in Deutschland eine Debatte darüber entstanden, ob und in welcher Form das Land diese intensive Zeit und die politischen Entscheidungen aufarbeiten soll.","So far as I can tell, there is a debate taking place in Germany about whether to pursue an intense period of time and political decisions on this topic.",3
32,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Insgesamt ist Deutschland gemessen an seiner sehr alten Bevölkerung gut durch die Pandemie gekommen.,"Overall, Germany is grateful for its very old healthcare system well during the pandemic.",2
33,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Herr Weidinger ist ein älterer Mann, er sagt: ""Das war eine schwierige Situation, also die einzige wahre Lösung gab es da vermutlich nicht."" ","""Herweide is an older man, and he says, 'That was a difficult situation, and one of the only true signs was that there was not necessarily enough sunlight.'""",0
34,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Wenn Deutschland jetzt seine Pandemie-Geschichte wirklich aufarbeitet, wird es eines der ersten Länder sein, die das tun.","If Germany now takes its disease history seriously, it will become one of the first leaders to try and treat it...",3
35,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Fest steht wohl schon jetzt: Die Verwerfungen durch Corona waren woanders weitaus stärker.,"Yes, that is correct: The construction works by COVID-19 were wherever there was chaos...",nan
36,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Raspelkurze Haare, schwarze Brille, Backenbart - und seine größte Leidenschaft gilt dem Computer.","""Blackbraze boots, black trousers, brown baton, and her devoted love for computers are valued by the computer.""",0
37,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Jetzt wird der Berliner, der so gar nicht wie ein Superman aussieht, wie ein Superheld gefeiert.","Now that Berliner does not look like an adult, but rather an adult superhero, he has been given a superhuman treatment.",nan
38,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Denn: Er hat nichts weniger getan als das Internet gerettet und einen weltweiten Cyberangriff verhindert.,"That's all, as far as the internet is concerned and the entire world is protected from cyberattacks.",2
39,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Zum Glück sitzt er gern vorm Computer.,"At the moment, he is sitting on a computer.",2
40,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Das hat er auch vor ein paar Tagen im Flieger gemacht, als er nach einem Heimatbesuch wieder auf dem Rückweg nach San Francisco war.","It also took him a few days before he could fly again, as he had gone back to San Francisco for an orientation trip after flying there earlier that week.",nan
41,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Dort heuerte er vor fünf Jahren der Entwickler bei Microsoft an.,He was working at Microsoft for several years before joining Google.,0
42,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Bei einigen Software-Tests auf seinem Computer fällt ihm auf, dass sich Verzögerungen von einer halben Sekunde einschlichen, wenn er Befehle im Linux-Betriebssystem eingab.","During some software tests on his computer, he was informed that if he performed commands in the Linux operating system for a half-second, errors would occur.",4
43,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Er macht sich auf Spurensuche - und eine erstaunliche Entdeckung.,He goes through hell and an incredible discovery.,1
44,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Freund bemerkte, dass die Anmeldung plötzlich mehr Rechenleistung benötigte, ein Leistungsabfall von lediglich 500 Millisekunden.","Friend pointed out that registration was more expensive than expected, with an earnings loss of approximately $500 per day.",0
45,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Erstaunlich, wem er da auf die Spur kommt: Unbekannte haben im Linux-Betriebssystem eine sogenannte Hintertür eingebaut, die aktuellsten Versionen von ""xz-utils"" (ein Linux-Software-Werkzeug) manipuliert."," unbelievably, where he is located: unknown software tools have been installed in the Linux operating system that currently uses the latest version of Ã¯Â¿Â½xz-utilsÃ¯Â¿Â½ (an open-source Linux software tool), which manipulate various versions of Ã¯Â¿Â½xz-utilsÃ¯Â¿Â½.",2
46,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Die ausgetüftelte Schadsoftware war vermutlich das Ergebnis einer jahrelangen Geheimaktion.,the corrupted software was widely believed to have been the result of ané¿ä¹ and profitable secret operation.,1
47,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Offenbar sollte schon bald ein weltweiter Cyberangriff gestartet werden.,â alreadyâ should be translated to âby now.â,5
48,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Der Schaden wäre riesig gewesen, die Hacker hätten Zugriff auf Millionen Computer gehabt.","The damage is significant, and hackers have accessed millions of computer systems.",4
49,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Auch etliche Rechenzentren laufen auf der Basis von Linux.,A large part of computing activities are carried out on Linux operating systems.,1
50,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Am Karfreitag teilte Freund IT-Spezialisten seine Entdeckung mit - und schreckte weltweit Experten auf.,Friendship specialists shared their encounter with Internet experts on Friday.,1
51,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Wer hinter der Aktion steckt, ist noch unklar.",Who behind the action is still unknown...,4
52,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Wahrscheinlich sind es Geheimdienst-Agenten eines Nachrichten-Dienstes, die in monatelanger Vorarbeit eine weltweite Aktion planten - die jetzt ein deutscher Computer-Nerd auffliegen ließ.","Could it be that some classified information agents on a message-dienst operate within longer deadlines, potentially involving an international operation now based in a German computer-nerd?",1
53,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Microsoft-CEO Satya Nadella lobte Freunds ""Neugier und sein handwerkliches Können.""",CEO Satya Nadella is emphasizing that friends and his craft can make him happy.,0
54,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Der 38-Jährige selbst bleibt bescheiden, sagt: ""Ich bin ein eher privater Mensch.""","The self-stressed individual remains undeterred, states: ""I am rather a private person.""",2
55,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Die Wahrheit enthüllt: Was die Medien Ihnen über Solar verschweigen.,The truth is: What media have you made us believe to be cooling off solar radiation...,0
56,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Die Medien präsentieren Solarenergie oft als teure oder ineffiziente Option, doch die Wahrheit sieht ganz anders aus.","Media often transmit solar energy as either expensive or inefficent options, but the truth is even stranger...",nan
57,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Hinter den Kulissen hat sich ein Wandel vollzogen, der das Potential hat, Ihre Finanzen radikal zu verändern.","In the aftermath of the downturns, the potential for financial stability has exploded, driving your finances drastically back into balance.",nan
58,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Wir decken auf, was wirklich hinter den Schlagzeilen steckt und warum eine Solaranlage eine Investition in Ihre finanzielle Zukunft ist.","""We are investing in what truly underlies the slumps and why a solar panel is an investment in your financial future.""",2
59,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Warum kaum jemand vom Preissturz bei Solaranlagen weiß.,Why is there not much room for someone from the cost of solar energy projects?,1
60,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Die Kosten für Solarpanels sind in den letzten Jahren drastisch gefallen - ein Detail, das oft unter den Tisch fällt.","The cost of solar panels has skyrocketed significantly in recent years, often taking up space under tables.",0
61,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Dank fortschrittlicher Technologien und Massenproduktion sind die Preise so niedrig wie nie.,"""Thanks for higher technology and mass production, prices are now so cheap as never before.""",3
62,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Die Lager sind extrem gut gefüllt!,"""the campsite is extremely well kept!""",nan
63,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Oft wird dieser entscheidende Fakt jedoch verschwiegen, um traditionelle Energieanbieter zu schützen.","However, this is often the case when traditional energy producers are streamlined to compete with modern technologies.",0
64,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Über die Lebensdauer einer Solaranlage können Sie Zehntausende Euro an Stromkosten einsparen.,"How many euros can you save with a solar panel that lasts for around 10,000 hours?",0
65,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Die anfängliche Investition rechnet sich schneller, als Sie denken.",The faster investment makes sense than you think.,2
66,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Es gibt finanzielle Unterstützungen, die Ihre Investition noch attraktiver machen - ein weiteres Detail, das oft nicht breit kommuniziert wird.","There are financial transactions that make your investment even more attractive, often not communicating widely beyond those involved.",nan
67,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Binden Sie sich nicht länger an die Unberechenbarkeit des Energiemarktes.,Do not associate yourself with the uncertainty of the energy market.,5
68,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Mit einer Solaranlage sichern Sie sich gegen zukünftige Preissteigerungen ab.,"""Work with a solar panel to protest against rising prices.""",0
69,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Lithium ist ein wesentlicher Bestandteil von Batteriespeichersystemen, die fast immer zusammen mit Photovoltaikanlagen installiert werden.",Lithium is an essential component of battery systems that are often combined with solar panels.,5
70,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Der Preis für Lithium ist aufgrund von Produktionssteigerungen und der Erschließung neuer Lithiumminen weltweit stabilisiert und sogar stark reduziert.,"The price of lithium is stable and even reducing due to production intensification worldwide, as well as increased use of new lithium-ion batteries.",nan
71,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Das sorgt auch für deutlich günstigere Produktionspreise in der Solartechnik.,It also adds significantly higher production costs to the solar technology industry.,0
72,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Sie drücken bei Konsumenten weiterhin die alten Preise durch und erhöhen den eigenen Gewinn drastisch.,They continue to charge higher prices with each customer and hike their own profit by dramatically.,nan
73,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Um Verbraucher vor diesem kritischen Fehler zu bewahren, haben junge deutsche Unternehmer jetzt ein Vergleichs-Portal erschaffen.","To allow consumers to reflect on the negative mistake that has been made by young German entrepreneurs now, a comparison portal has been created.",2
74,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Das Portal erfreut sich derzeit immer größerer Beliebtheit, denn es vereinfacht das Einholen von Erstinformationen ungemein.","The portal delights todayâs subscribers constantly, because it enables access to non-free information freely...",nan
75,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Das Besondere: Die Anbieter sind sich um den direkten Konkurrenzkampf bewusst und daher bemüht, Ihnen ein faires Angebot zu machen.",Specialized: The dealers are focused on the direct competition and therefore offer a good deal to you...,5
76,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Erstmals hat die europäische Polizeibehörde Europol auf der Grundlage von Daten aus allen EU-Mitgliedsstaaten die Organisierte Kriminalität unter die Lupe genommen.,"At first, Europol was based on data from all European member states that collected criminal statistics under the pretext of the law in each countryâ¦",1
77,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Die europäische Polizeibehörde Europol hat erstmals die ""bedrohlichsten"" Banden des Kontinents analysiert.","Europol has previously analyzed the ""hardest"" parts of the European Union.",nan
78,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Das schwere und organisierte Verbrechen ist allgegenwärtig und stellt weiterhin eine große Bedrohung der inneren Sicherheit der Europäischen Union dar"", heißt es in der 51 Seiten starken Studie.","""The extremely organized and structured spread continues to put further strain on the internal security of the European Union.""",1
79,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,Die größte Bedrohung liegt Europol zufolge in der Infiltrierung der legalen Geschäftswelt - Ziele sind dabei die Erleichterung und Verdeckung der Verbrechen sowie das Waschen der Profite.,The energy shortage is due to illegal trade flows â goals include ensuring access to basic necessities and detecting the profiteers.,1
80,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Für ihre kriminellen Aktivitäten nutzen dem Bericht zufolge rund 86 Prozent der Banden ""legale Handelsstrukturen"".",95% of the groups surveyed by the report use legal trade structures - which make up around 86% of the overall trade structure..,2
81,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Kriminelle Banden bevorzugten Immobilien als Mittel zur Wäsche von Erträgen aus Straftaten, so Europol, und setzten dabei Anwälte oder Finanzexperten ein, ""die sich manchmal des kriminellen Ursprungs der Vermögenswerte nicht bewusst sind"".","IMMOLOBIAN bandits preferred real estate as a means of transportation for immigrants from crime-ridden countries like Europol and set up an array of people with financial expertise or lawyers, ""such that some often do not know anything about the criminal justice system....""",0
82,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Öl, Kupfer und Gold immer teurer: Was ist da los?",Kupfer and gold are always cheaper: What's that about?,0
83,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Tankstellen in Deutschland sind wichtige Preis-Indikatoren: Wer regelmäßig an die Zapfsäule muss, bekommt ein Gespür für den Ölpreis.",The price index in Germany is crucial cost indicators: who must pay for a gas tank to receive a bill...,1
84,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mixtral-8x7B-Instruct-v0.1,"Insbesondere die Ereignisse im Nahen und Mittleren Osten haben dazu beigetragen, dass die Ölpreise gestiegen sind.","In particular, events in the North and Middle East have contributed to the rise of prices.",4
